doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
uk_england_london_san_domenico_house,san domenico house,http://www.tripadvisor.com/ShowUserReviews-g186338-d192123-r40099418-San_Domenico_House-London_England.html,-1,london,-1,UK,sw3 2sh,-1,-1,4,4.75,5,5,5,3.75,0,4.7
uk_england_london_sanderson_hotel_london,sanderson hotel london,http://www.tripadvisor.com/ShowUserReviews-g186338-d188005-r50371274-Sanderson_Hotel_London-London_England.html,-1,london,-1,UK,w1t 3ng,-1,-1,138,4.320987654,3.938271605,4,4.518518519,3.24691358,0,4.004938272
uk_england_london_days_hotel_london_hyde_park,days hotel london hyde park,http://www.tripadvisor.com/ShowUserReviews-g186338-d602623-r48708723-Days_Hotel_London_Hyde_Park-London_England.html,-1,london,-1,UK,w2 1ud,-1,-1,74,3.777777778,3.055555556,3.388888889,4.296296296,3.444444444,0,3.592592593
uk_england_london_washington_mayfair_hotel,washington mayfair hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192066-r49228152-Washington_Mayfair_Hotel-London_England.html,-1,london,-1,UK,w1j 5he,-1,-1,109,3.965517241,3.448275862,3.74137931,4.568965517,3.568965517,0,3.85862069
uk_england_london_strand_palace_hotel,strand palace hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193112-r50435660-Strand_Palace_Hotel-London_England.html,-1,london,-1,UK,wc2r 0jj,-1,-1,328,3.936877076,3.222591362,3.674418605,4.657807309,3.558139535,0,3.809966777
uk_england_london_premier_inn_london_hammersmith,premier inn london hammersmith,http://www.tripadvisor.com/ShowUserReviews-g186338-d193027-r49586645-Premier_Inn_London_Hammersmith-London_England.html,-1,london,-1,UK,w6 9lu,-1,-1,41,4.344827586,3.827586207,4.275862069,4.103448276,4,0,4.110344828
uk_england_london_london_guards_hotel,london guards hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193060-r50406236-London_Guards_Hotel-London_England.html,-1,london,-1,UK,w2 3na,-1,-1,189,3.682692308,3.317307692,3.326923077,4.211538462,3.634615385,0,3.634615385
uk_england_london_dolphin_house,dolphin house,http://www.tripadvisor.com/ShowUserReviews-g186338-d651345-r50140648-Dolphin_House-London_England.html,-1,london,-1,UK,sw1v 3lx,-1,-1,81,4.355263158,4.157894737,3.736842105,3.921052632,3.986842105,0,4.031578947
uk_england_london_ambassadors_hotel_in_bloomsbury,ambassadors hotel in bloomsbury,http://www.tripadvisor.com/ShowUserReviews-g186338-d199106-r50445732-Ambassadors_Hotel_in_Bloomsbury-London_England.html,-1,london,-1,UK,wc1h 0hx,-1,-1,109,4.265822785,3.367088608,3.987341772,4.329113924,3.493670886,0,3.888607595
uk_england_london_holiday_inn_london_brentford_lock,holiday inn london brentford lock,http://www.tripadvisor.com/ShowUserReviews-g186338-d574345-r47658167-Holiday_Inn_London_Brentford_Lock-London_England.html,-1,london,-1,UK,tw8 8jz,-1,-1,53,4.644444444,4.422222222,4.111111111,3.422222222,3.977777778,0,4.115555556
uk_england_london_mandarin_oriental_hyde_park_london,mandarin oriental hyde park london,http://www.tripadvisor.com/ShowUserReviews-g186338-d188963-r49753135-Mandarin_Oriental_Hyde_Park_London-London_England.html,-1,london,-1,UK,sw1x 7la,-1,-1,111,4.21875,3.8125,3.921875,4.546875,3.421875,0,3.984375
uk_england_london_st_david_s_hotels,st david s hotels,http://www.tripadvisor.com/ShowUserReviews-g186338-d214647-r49933172-St_David_s_Hotels-London_England.html,-1,london,-1,UK,w2 1rs,-1,-1,169,3.975308642,3.37037037,4.296296296,4.617283951,4.061728395,0,4.064197531
uk_england_london_holiday_inn_express_london_limehouse,holiday inn express london limehouse,http://www.tripadvisor.com/ShowUserReviews-g186338-d289182-r49440774-Holiday_Inn_Express_London_Limehouse-London_England.html,-1,london,-1,UK,e1w 3hn,-1,-1,83,4.109090909,3.927272727,3.672727273,3.381818182,4.254545455,0,3.869090909
uk_england_london_22_jermyn_street,22 jermyn street,http://www.tripadvisor.com/ShowUserReviews-g186338-d187684-r40248099-22_Jermyn_Street-London_England.html,-1,london,-1,UK,sw1y 6hl,-1,-1,30,4.368421053,4.157894737,4.421052632,4.631578947,3.736842105,0,4.263157895
uk_england_london_euston_square_hotel,euston square hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192057-r50266727-Euston_Square_Hotel-London_England.html,-1,london,-1,UK,nw1 2nd,-1,-1,119,3.904109589,2.821917808,3.191780822,3.917808219,3.123287671,0,3.391780822
uk_england_london_ramada_hotel_and_suites_london_docklands,ramada hotel and suites london docklands,http://www.tripadvisor.com/ShowUserReviews-g186338-d289306-r49354007-Ramada_Hotel_and_Suites_London_Docklands-London_England.html,-1,london,-1,UK,e16 1rh,-1,-1,92,4.276923077,3.784615385,3.861538462,3.261538462,3.876923077,0,3.812307692
uk_england_london_mad_hatter_hotel,mad hatter hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d209152-r49848712-Mad_Hatter_Hotel-London_England.html,-1,london,-1,UK,se1 9ny,-1,-1,53,4,3.411764706,3.852941176,4.058823529,3.735294118,0,3.811764706
uk_england_london_the_leonard_hotel,the leonard hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193162-r49999051-The_Leonard_Hotel-London_England.html,-1,london,-1,UK,wih 7jw,-1,-1,77,4.142857143,3.897959184,3.959183673,4.551020408,3.918367347,0,4.093877551
uk_england_london_jumeirah_carlton_tower,jumeirah carlton tower,http://www.tripadvisor.com/ShowUserReviews-g186338-d193081-r49830350-Jumeirah_Carlton_Tower-London_England.html,-1,london,-1,UK,sw1x 9py,-1,-1,58,4.414634146,3.853658537,4.170731707,4.536585366,3.390243902,0,4.073170732
uk_england_london_travelodge_london_tower_bridge,travelodge london tower bridge,http://www.tripadvisor.com/ShowUserReviews-g186338-d1229221-r49965909-Travelodge_London_Tower_Bridge-London_England.html,-1,london,-1,UK,e1 8at,-1,-1,80,4.426666667,3.48,3.653333333,4.333333333,4.093333333,0,3.997333333
uk_england_london_ascott_mayfair,ascott mayfair,http://www.tripadvisor.com/ShowUserReviews-g186338-d193157-r50192722-Ascott_Mayfair-London_England.html,-1,london,-1,UK,w1x 7fq,-1,-1,30,3.8125,3.8125,3.875,4.5,3.9375,0,3.9875
uk_england_london_southwark_rose_hotel,southwark rose hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d313127-r50228519-Southwark_Rose_Hotel-London_England.html,-1,london,-1,UK,se19hh,-1,-1,106,4.171428571,3.742857143,3.642857143,4,3.785714286,0,3.868571429
uk_england_london_holiday_inn_london_bloomsbury,holiday inn london bloomsbury,http://www.tripadvisor.com/ShowUserReviews-g186338-d193648-r50401610-Holiday_Inn_London_Bloomsbury-London_England.html,-1,london,-1,UK,wc1n 1ht,-1,-1,213,4.18115942,3.579710145,3.768115942,4.427536232,3.782608696,0,3.947826087
uk_england_london_hesperia_london_victoria_hotel,hesperia london victoria hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d195204-r50156488-Hesperia_London_Victoria_Hotel-London_England.html,-1,london,-1,UK,sw1v 1qa,-1,-1,181,4.035714286,3.6875,3.544642857,4.3125,3.482142857,0,3.8125
uk_england_london_holiday_inn_london_brent_cross,holiday inn london brent cross,http://www.tripadvisor.com/ShowUserReviews-g186338-d262453-r50430734-Holiday_Inn_London_Brent_Cross-London_England.html,-1,london,-1,UK,nw2 1lp,-1,-1,55,3.923076923,3.615384615,3.641025641,3.41025641,3.538461538,0,3.625641026
uk_england_london_radisson_sas_portman_hotel,radisson sas portman hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192063-r50092413-Radisson_SAS_Portman_Hotel-London_England.html,-1,london,-1,UK,w1h7bg,-1,-1,111,3.905405405,3.554054054,3.891891892,4.554054054,3.621621622,0,3.905405405
uk_england_london_dalmacia_hotel,dalmacia hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d242997-r50224243-Dalmacia_Hotel-London_England.html,-1,london,-1,UK,w6 7ls,-1,-1,25,4.375,3.6875,3.6875,3.5,4.125,0,3.875
uk_england_london_the_bentley_hotel_london_the_waldorf_astoria_collection,the bentley hotel london the waldorf astoria collection,http://www.tripadvisor.com/ShowUserReviews-g186338-d289366-r49979248-The_Bentley_Hotel_London_The_Waldorf_Astoria_Collection-London_England.html,-1,london,-1,UK,sw7 4jx,-1,-1,19,4.5,3.944444444,3.888888889,4.555555556,3.666666667,0,4.111111111
uk_england_london_easyhotel_london_earls_court,easyhotel london earls court,http://www.tripadvisor.com/ShowUserReviews-g186338-d559160-r49434015-EasyHotel_London_Earls_Court-London_England.html,-1,london,-1,UK,sw5 9ql,-1,-1,105,4.311827957,3.225806452,3.451612903,4.193548387,4.11827957,0,3.860215054
uk_england_london_apex_london_wall_hotel,apex london wall hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d1507196-r50399971-Apex_London_Wall_Hotel-London_England.html,-1,london,-1,UK,ec2r 7nj,-1,-1,9,4.444444444,4.555555556,4.444444444,4.222222222,3.777777778,0,4.288888889
uk_england_london_london_elizabeth_hotel,london elizabeth hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192073-r50182851-London_Elizabeth_Hotel-London_England.html,-1,london,-1,UK,w2 3pf,-1,-1,237,3.981651376,3.458715596,4.04587156,4.559633028,3.825688073,0,3.974311927
uk_england_london_radisson_edwardian_vanderbilt,radisson edwardian vanderbilt,http://www.tripadvisor.com/ShowUserReviews-g186338-d192118-r49909509-Radisson_Edwardian_Vanderbilt-London_England.html,-1,london,-1,UK,sw7 5bt,-1,-1,286,3.807106599,3.14213198,3.659898477,4.461928934,3.375634518,0,3.689340102
uk_england_london_city_hotel,city hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192029-r50196768-City_Hotel-London_England.html,-1,london,-1,UK,e1 6te,-1,-1,119,3.116883117,2.844155844,2.987012987,3.311688312,3.142857143,0,3.080519481
uk_england_london_best_western_john_howard_hotel,best western john howard hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193127-r50294788-Best_Western_John_Howard_Hotel-London_England.html,-1,london,-1,UK,sw7 5eh,-1,-1,70,3.916666667,3.638888889,3.638888889,4.166666667,3.527777778,0,3.777777778
uk_england_london_holiday_inn_express_london_hammersmith,holiday inn express london hammersmith,http://www.tripadvisor.com/ShowUserReviews-g186338-d242713-r49363844-Holiday_Inn_Express_London_Hammersmith-London_England.html,-1,london,-1,UK,w6 0qu,-1,-1,68,4.282608696,3.891304348,3.913043478,3.826086957,4.02173913,0,3.986956522
uk_england_london_the_lancaster,the lancaster,http://www.tripadvisor.com/ShowUserReviews-g186338-d338373-r48071690-The_Lancaster-London_England.html,-1,london,-1,UK,wc1b 5jd,-1,-1,45,4.09375,3.53125,3.71875,4.5625,3.6875,0,3.91875
uk_england_london_park_plaza_sherlock_holmes_london,park plaza sherlock holmes london,http://www.tripadvisor.com/ShowUserReviews-g186338-d193047-r49930800-Park_Plaza_Sherlock_Holmes_London-London_England.html,-1,london,-1,UK,w1u 6lj,-1,-1,229,3.979865772,3.758389262,3.765100671,4.436241611,3.583892617,0,3.904697987
uk_england_london_the_portland_hotel,the portland hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d243537-r39803664-The_Portland_Hotel-London_England.html,-1,london,-1,UK,wc1b 5jh,-1,-1,45,4.04,3.6,3.68,4.6,3.72,0,3.928
uk_england_london_thanet_hotel,thanet hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d214657-r49007209-Thanet_Hotel-London_England.html,-1,london,-1,UK,wc1b 5ja,-1,-1,68,3.878787879,3.212121212,3.606060606,4.636363636,3.666666667,0,3.8
uk_england_london_commodore_hotel,commodore hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193061-r50385378-Commodore_Hotel-London_England.html,-1,london,-1,UK,w2 3na,-1,-1,147,3.875,3.35,3.625,4.2875,3.775,0,3.7825
uk_england_london_castleton_hotel,castleton hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d261740-r49511326-Castleton_Hotel-London_England.html,-1,london,-1,UK,w2 1ud,-1,-1,68,3.8,3.183333333,3.766666667,4.216666667,3.716666667,0,3.736666667
uk_england_london_grange_rochester_hotel,grange rochester hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d224663-r42726488-Grange_Rochester_Hotel-London_England.html,-1,london,-1,UK,sw1p 2pa,-1,-1,73,3.78,3.4,3.5,4,3.6,0,3.656
uk_england_london_kensington_house_hotel,kensington house hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d195219-r49409092-Kensington_House_Hotel-London_England.html,-1,london,-1,UK,w8 5pq,-1,-1,72,3.974358974,3.384615385,4.076923077,4.333333333,3.435897436,0,3.841025641
uk_england_london_cheval_apartments,cheval apartments,http://www.tripadvisor.com/ShowUserReviews-g186338-d640356-r49024598-Cheval_Apartments-London_England.html,-1,london,-1,UK,sw3 1hx,-1,-1,5,5,4.333333333,5,5,4.666666667,0,4.8
uk_england_london_guesthouse_west,guesthouse west,http://www.tripadvisor.com/ShowUserReviews-g186338-d469535-r30163081-Guesthouse_West-London_England.html,-1,london,-1,UK,w11 2rs,-1,-1,34,4.2,3.533333333,3.866666667,4.733333333,3.466666667,0,3.96
uk_england_london_park_inn_hyde_park,park inn hyde park,http://www.tripadvisor.com/ShowUserReviews-g186338-d195206-r49511788-Park_Inn_Hyde_Park-London_England.html,-1,london,-1,UK,w2 3nz,-1,-1,170,3.65,3.091666667,3.466666667,4.208333333,3.491666667,0,3.581666667
uk_england_london_the_kingsley_by_thistle,the kingsley by thistle,http://www.tripadvisor.com/ShowUserReviews-g186338-d187567-r50215653-The_Kingsley_by_Thistle-London_England.html,-1,london,-1,UK,wc1a 2sd,-1,-1,104,3.516666667,3.116666667,3.25,4.083333333,3.233333333,0,3.44
uk_england_london_rathbone_hotel,rathbone hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d199847-r48768243-Rathbone_Hotel-London_England.html,-1,london,-1,UK,w1t 1lb,-1,-1,118,4.0625,3.625,3.640625,4.5625,3.59375,0,3.896875
uk_england_london_lancaster_hall_hotel,lancaster hall hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d210360-r48392111-Lancaster_Hall_Hotel-London_England.html,-1,london,-1,UK,w2 3el,-1,-1,36,3.620689655,3.24137931,3.655172414,4.068965517,3.931034483,0,3.703448276
uk_england_london_shaftesbury_hyde_park_international,shaftesbury hyde park international,http://www.tripadvisor.com/ShowUserReviews-g186338-d601281-r50443908-Shaftesbury_Hyde_Park_International-London_England.html,-1,london,-1,UK,w2 3lb,-1,-1,33,4.09375,3.34375,3.875,4.1875,3.71875,0,3.84375
uk_england_london_falcon_hotel,falcon hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192105-r49120343-Falcon_Hotel-London_England.html,-1,london,-1,UK,w2 1ru,-1,-1,82,4.04,3.32,3.88,4.78,3.8,0,3.964
uk_england_london_edward_lear_hotel,edward lear hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d210070-r50424204-Edward_Lear_Hotel-London_England.html,-1,london,-1,UK,w1h 5wd,-1,-1,99,3.704918033,3.213114754,3.950819672,4.68852459,3.819672131,0,3.875409836
uk_england_london_london_hilton_on_park_lane,london hilton on park lane,http://www.tripadvisor.com/ShowUserReviews-g186338-d195224-r49917164-London_Hilton_on_Park_Lane-London_England.html,-1,london,-1,UK,w1k 1be,-1,-1,216,4.164473684,3.723684211,3.756578947,4.513157895,3.335526316,0,3.898684211
uk_england_london_tudor_court_hotel,tudor court hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d605668-r50449864-Tudor_Court_Hotel-London_England.html,-1,london,-1,UK,w2 1rs,-1,-1,40,3.78125,3.375,3.78125,4.46875,3.71875,0,3.825
uk_england_london_the_vicarage_hotel,the vicarage hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d586033-r49404516-The_Vicarage_Hotel-London_England.html,-1,london,-1,UK,w8 4ag,-1,-1,55,4.321428571,3.5,3.642857143,4.678571429,3.857142857,0,4
uk_england_london_flexistay_aparthotel_tooting_london,flexistay aparthotel tooting london,http://www.tripadvisor.com/ShowUserReviews-g186338-d1161839-r45183425-FlexiStay_Aparthotel_Tooting_London-London_England.html,-1,london,-1,UK,sw17 8hf,-1,-1,5,3.75,3.75,2.75,3.25,4.25,0,3.55
uk_england_london_the_academy,the academy,http://www.tripadvisor.com/ShowUserReviews-g186338-d193093-r50306215-The_Academy-London_England.html,-1,london,-1,UK,wc1e 6hg,-1,-1,124,3.833333333,3.55,3.65,4.266666667,3.333333333,0,3.726666667
uk_england_london_the_penn_club,the penn club,http://www.tripadvisor.com/ShowUserReviews-g186338-d674611-r49132320-The_Penn_Club-London_England.html,-1,london,-1,UK,wc1b 5jj,-1,-1,7,4.833333333,4.333333333,3.5,4.333333333,4.5,0,4.3
uk_england_london_the_maranton_house_hotel,the maranton house hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d210754-r48608723-The_Maranton_House_Hotel-London_England.html,-1,london,-1,UK,sw5 0en,-1,-1,49,3.736842105,3.5,3.710526316,4.578947368,3.973684211,0,3.9
uk_england_london_bridgestreet_circus_apartments,bridgestreet circus apartments,http://www.tripadvisor.com/ShowUserReviews-g186338-d239655-r28474238-BridgeStreet_Circus_Apartments-London_England.html,-1,london,-1,UK,e14 8rw,-1,-1,4,5,5,5,4.25,4.75,0,4.8
uk_england_london_crowne_plaza_london_docklands,crowne plaza london docklands,http://www.tripadvisor.com/ShowUserReviews-g186338-d279655-r50296494-Crowne_Plaza_London_Docklands-London_England.html,-1,london,-1,UK,e16 1al,-1,-1,125,4.419354839,4.086021505,3.430107527,3.483870968,3.537634409,0,3.791397849
uk_england_london_adria_hotel,adria hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d242989-r50392525-Adria_Hotel-London_England.html,-1,london,-1,UK,w6 0ls,-1,-1,23,4.476190476,3.523809524,3.476190476,4.095238095,4.095238095,0,3.933333333
uk_england_london_buckingham_hotel,buckingham hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d505150-r45376591-Buckingham_Hotel-London_England.html,-1,london,-1,UK,wc1b 5jt,-1,-1,22,4.230769231,3.923076923,3.769230769,4.230769231,3.692307692,0,3.969230769
uk_england_london_fraser_place_queens_gate,fraser place queens gate,http://www.tripadvisor.com/ShowUserReviews-g186338-d648659-r50072322-Fraser_Place_Queens_Gate-London_England.html,-1,london,-1,UK,sw7 5rr,-1,-1,48,3.847826087,3.804347826,3.52173913,4.739130435,3.586956522,0,3.9
uk_england_london_best_western_victoria_palace,best western victoria palace,http://www.tripadvisor.com/ShowUserReviews-g186338-d279648-r50307698-Best_Western_Victoria_Palace-London_England.html,-1,london,-1,UK,sw1v 1sa,-1,-1,83,4.246153846,3.661538462,4.138461538,4.492307692,3.861538462,0,4.08
uk_england_london_queensway_hotel,queensway hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d214650-r47802338-Queensway_Hotel-London_England.html,-1,london,-1,UK,w2 2ry,-1,-1,60,4.02173913,3.456521739,3.282608696,4.304347826,3.630434783,0,3.739130435
uk_england_london_garden_court_hotel,garden court hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d189287-r46288250-Garden_Court_Hotel-London_England.html,-1,london,-1,UK,w2 4bg,-1,-1,67,4.212121212,3.242424242,4.272727273,4.484848485,4.060606061,0,4.054545455
uk_england_london_hyde_park_premier_london_paddington,hyde park premier london paddington,http://www.tripadvisor.com/ShowUserReviews-g186338-d258944-r50483711-Hyde_Park_Premier_London_Paddington-London_England.html,-1,london,-1,UK,w2 3du,-1,-1,5,4.6,4.4,4.4,4.4,4.6,0,4.48
uk_england_london_harlingford_hotel,harlingford hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d209140-r49044614-Harlingford_Hotel-London_England.html,-1,london,-1,UK,wc1h 9el,-1,-1,110,3.807017544,3.280701754,3.473684211,4.596491228,3.526315789,0,3.736842105
uk_england_london_la_suite_executive_hotel,la suite executive hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d254579-r49000549-La_Suite_Executive_Hotel-London_England.html,-1,london,-1,UK,w1u 5lt,-1,-1,39,3.896551724,3.931034483,3.689655172,4.344827586,3.793103448,0,3.931034483
uk_england_london_westbury_mayfair,westbury mayfair,http://www.tripadvisor.com/ShowUserReviews-g186338-d192065-r49650137-Westbury_Mayfair-London_England.html,-1,london,-1,UK,w1s 2yf,-1,-1,116,4.126760563,3.450704225,3.985915493,4.690140845,3.366197183,0,3.923943662
uk_england_london_the_caesar,the caesar,http://www.tripadvisor.com/ShowUserReviews-g186338-d192097-r48810363-The_Caesar-London_England.html,-1,london,-1,UK,w2 3bd,-1,-1,219,4.015625,3.25,3.6953125,3.8828125,3.4921875,0,3.6671875
uk_england_london_the_beauchamp,the beauchamp,http://www.tripadvisor.com/ShowUserReviews-g186338-d1025752-r50289031-The_Beauchamp-London_England.html,-1,london,-1,UK,wc1b 5jh,-1,-1,42,4.515151515,3.939393939,3.848484848,4.575757576,3.939393939,0,4.163636364
uk_england_london_days_hotel_london_north,days hotel london north,http://www.tripadvisor.com/ShowUserReviews-g186338-d259336-r48384895-Days_Hotel_London_North-London_England.html,-1,london,-1,UK,nw7 3hu,-1,-1,41,4.32,4.24,3.84,2.96,4.28,0,3.928
uk_england_london_hart_house_hotel,hart house hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d214643-r50178092-Hart_House_Hotel-London_England.html,-1,london,-1,UK,w1h 3pe,-1,-1,57,4.6,4.3,4.066666667,4.466666667,4.066666667,0,4.3
uk_england_london_merlyn_court_hotel,merlyn court hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d291636-r49027905-Merlyn_Court_Hotel-London_England.html,-1,london,-1,UK,sw5 0en,-1,-1,54,4.264705882,3.5,4,4.470588235,4.088235294,0,4.064705882
uk_england_london_west_ham_united_hotel,west ham united hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d239660-r49494501-West_Ham_United_Hotel-London_England.html,-1,london,-1,UK,e13 9az,-1,-1,16,4.538461538,4.230769231,4.307692308,4.076923077,4.615384615,0,4.353846154
uk_england_london_premier_inn_london_wimbeldon_south,premier inn london wimbeldon south,http://www.tripadvisor.com/ShowUserReviews-g186338-d571117-r50144190-Premier_Inn_London_Wimbeldon_South-London_England.html,-1,london,-1,UK,sw19 2rf,-1,-1,16,4.4375,4.0625,4.3125,3.5,4.125,0,4.0875
uk_england_london_elizabeth_hotel,elizabeth hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d199116-r48268062-Elizabeth_Hotel-London_England.html,-1,london,-1,UK,sw1v 1pb,-1,-1,92,3.698113208,3.037735849,3.358490566,4.339622642,3.320754717,0,3.550943396
uk_england_london_myhotel_bloomsbury,myhotel bloomsbury,http://www.tripadvisor.com/ShowUserReviews-g186338-d188960-r50201183-Myhotel_Bloomsbury-London_England.html,-1,london,-1,UK,wc1b 3hd,-1,-1,100,4.036363636,3.2,3.6,4.418181818,3.236363636,0,3.698181818
uk_england_london_st_george_hotel,st george hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d240244-r50215863-St_George_Hotel-London_England.html,-1,london,-1,UK,w1u 8je,-1,-1,18,4.166666667,3.75,3.333333333,4.166666667,3.5,0,3.783333333
uk_england_london_holiday_inn_express_london_golders_green_north,holiday inn express london golders green north,http://www.tripadvisor.com/ShowUserReviews-g186338-d670916-r49185874-Holiday_Inn_Express_London_Golders_Green_North-London_England.html,-1,london,-1,UK,n3 3jn,-1,-1,17,4.3125,3.9375,3.5625,3,3.875,0,3.7375
uk_england_london_globetrotter_inn,globetrotter inn,http://www.tripadvisor.com/ShowUserReviews-g186338-d555345-r38899303-Globetrotter_Inn-London_England.html,-1,london,-1,UK,w6 0tu,-1,-1,57,3.975,3.7,3.725,3.675,4,0,3.815
uk_england_london_the_tower,the tower,http://www.tripadvisor.com/ShowUserReviews-g186338-d193097-r50290076-The_Tower-London_England.html,-1,london,-1,UK,e1w 1ld,-1,-1,423,3.498039216,3.101960784,3.282352941,4.384313725,2.949019608,0,3.443137255
uk_england_london_holiday_inn_express_london_southwark,holiday inn express london southwark,http://www.tripadvisor.com/ShowUserReviews-g186338-d189364-r49560791-Holiday_Inn_Express_London_Southwark-London_England.html,-1,london,-1,UK,se1 ojq,-1,-1,64,4.026315789,3.342105263,3.605263158,3.921052632,3.657894737,0,3.710526316
uk_england_london_hotel_meridiana,hotel meridiana,http://www.tripadvisor.com/ShowUserReviews-g186338-d274120-r50229770-Hotel_Meridiana-London_England.html,-1,london,-1,UK,wc1h 8al,-1,-1,93,3.945205479,3.287671233,3.671232877,4.369863014,4.136986301,0,3.882191781
uk_england_london_hilton_london_hyde_park,hilton london hyde park,http://www.tripadvisor.com/ShowUserReviews-g186338-d195184-r49973104-Hilton_London_Hyde_Park-London_England.html,-1,london,-1,UK,w2 4rj,-1,-1,124,3.818181818,3.207792208,3.727272727,4.324675325,3.298701299,0,3.675324675
uk_england_london_americana_hotel,americana hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d193055-r50330230-Americana_Hotel-London_England.html,-1,london,-1,UK,nw1 6ds,-1,-1,67,3.692307692,3.307692308,3.942307692,4.365384615,4.038461538,0,3.869230769
uk_england_london_thistle_marble_arch,thistle marble arch,http://www.tripadvisor.com/ShowUserReviews-g186338-d193084-r50512111-Thistle_Marble_Arch-London_England.html,-1,london,-1,UK,w1h 7eh,-1,-1,366,3.79787234,3.5,3.457446809,4.558510638,3.329787234,0,3.728723404
uk_england_london_astons_apartments,astons apartments,http://www.tripadvisor.com/ShowUserReviews-g186338-d224715-r47835006-Astons_Apartments-London_England.html,-1,london,-1,UK,sw7 4nh,-1,-1,81,3.69047619,2.976190476,3.476190476,4.452380952,3.357142857,0,3.59047619
uk_england_london_best_western_burns_hotel,best western burns hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192138-r49970468-Best_Western_Burns_Hotel-London_England.html,-1,london,-1,UK,sw5 0en,-1,-1,136,3.695652174,3.086956522,3.623188406,4.463768116,3.463768116,0,3.666666667
uk_england_london_radisson_edwardian_kenilworth_hotel,radisson edwardian kenilworth hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192037-r49986233-Radisson_Edwardian_Kenilworth_Hotel-London_England.html,-1,london,-1,UK,wc1b 3lb,-1,-1,226,3.834319527,3.142011834,3.644970414,4.485207101,3.402366864,0,3.701775148
uk_england_london_grange_lodge_hotel,grange lodge hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d279636-r47431490-Grange_Lodge_Hotel-London_England.html,-1,london,-1,UK,w5 5bx,-1,-1,10,4.1,3.6,4.4,3.9,4.7,0,4.14
uk_england_london_the_oxford_hotel,the oxford hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d192107-r50181060-The_Oxford_Hotel-London_England.html,-1,london,-1,UK,w2 3qd,-1,-1,72,3.860465116,3.209302326,3.395348837,4.372093023,3.534883721,0,3.674418605
uk_england_london_grange_holborn_hotel,grange holborn hotel,http://www.tripadvisor.com/ShowUserReviews-g186338-d210748-r50090269-Grange_Holborn_Hotel-London_England.html,-1,london,-1,UK,wc1b 4ar,-1,-1,179,3.981132075,3.547169811,3.443396226,4.254716981,3.358490566,0,3.716981132
uk_england_london_hilton_london_euston,hilton london euston,http://www.tripadvisor.com/ShowUserReviews-g186338-d192048-r48997293-Hilton_London_Euston-London_England.html,-1,london,-1,UK,wc1h 0ht,-1,-1,222,3.970588235,3.286764706,3.580882353,4.073529412,3.375,0,3.657352941
