doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
china_shanghai_grand_central_hotel_shanghai,grand central hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1478708-r48878346-Grand_Central_Hotel_Shanghai-Shanghai.html,no.505 jiujiang road,shanghai,-1,China,200001,-1,-1,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
china_shanghai_home_inn_shanghai_songjiang_fangzhou,home inn shanghai songjiang fangzhou,http://www.tripadvisor.com/ShowUserReviews-g308272-d615043-r46355217-Home_Inn_Shanghai_Songjiang_Fangzhou-Shanghai.html,no.282 lane 12  rongle middle roa  songjiang district,shanghai,-1,China,201600,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_ramada_pudong_airport_hotel,ramada pudong airport hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1200026-r48336125-Ramada_Pudong_Airport_Hotel-Shanghai.html,no.1100 qihang road  pudong airport,shanghai,-1,China,201202,-1,-1,22,3.625,3.4375,3.125,4.0625,3.0,0.0,3.45,
china_shanghai_swissotel_grand_shanghai,swissotel grand shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1021906-r50248715-Swissotel_Grand_Shanghai-Shanghai.html,no.1 yuyuan road  jing'an district,shanghai,-1,China,200040,-1,-1,36,4.290322580645161,4.032258064516129,3.6129032258064515,4.290322580645161,3.870967741935484,0.0,4.019354838709677,
china_shanghai_renaissance_yangtze_hotel,renaissance yangtze hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d299749-r50249203-Renaissance_Yangtze_Hotel-Shanghai.html,no.2099 yan'an west road  changning district,shanghai,-1,China,200336,-1,-1,23,4.3125,4.1875,4.5625,3.75,3.625,0.0,4.0875,
china_shanghai_jinjiang_inn_shanghai_fengxian_nanqiao,jinjiang inn shanghai fengxian nanqiao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1447129-r45908095-Jinjiang_Inn_Shanghai_Fengxian_Nanqiao-Shanghai.html,no.5499 hang'nan road  nanqiao town  fengxian district,shanghai,-1,China,201400,-1,-1,1,5.0,4.0,5.0,5.0,5.0,0.0,4.8,
china_shanghai_ruitai_jingan_hotel,ruitai jingan hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307513-r34367710-Ruitai_Jingan_Hotel-Shanghai.html,no.178 taixing road  jing'an district,shanghai,-1,China,200041,-1,-1,19,3.823529411764706,3.5294117647058822,3.4705882352941178,4.352941176470588,3.9411764705882355,0.0,3.8235294117647056,
china_shanghai_jinjiang_inn_shanghai_the_bund,jinjiang inn shanghai the bund,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050793-r39668898-Jinjiang_Inn_Shanghai_The_Bund-Shanghai.html,no.33 fujian south road  huangpu district,shanghai,-1,China,200002,-1,-1,2,5.0,4.5,3.0,5.0,5.0,0.0,4.5,
china_shanghai_the_bund_hotel,the bund hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d574442-r50317257-The_Bund_Hotel-Shanghai.html,no.525 guangdong road  huangpu district,shanghai,-1,China,200001,-1,-1,71,3.8421052631578947,3.789473684210526,3.3684210526315788,4.140350877192983,3.7719298245614037,0.0,3.7824561403508774,
china_shanghai_royalton_hotel_shanghai,royalton hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307548-r42012465-Royalton_Hotel_Shanghai-Shanghai.html,no.789 wuyi road  changning district,shanghai,-1,China,200051,-1,-1,10,4.375,4.375,4.25,2.875,4.5,0.0,4.075,
china_shanghai_fraser_residence_shanghai,fraser residence shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1024406-r50170205-Fraser_Residence_Shanghai-Shanghai.html,no.98 shouning road  luwan district,shanghai,-1,China,200021,-1,-1,7,4.0,3.8333333333333335,4.333333333333333,4.666666666666667,3.8333333333333335,0.0,4.133333333333334,
china_shanghai_koala_garden_hostel,koala garden hostel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1444272-r47010727-Koala_Garden_Hostel-Shanghai.html,no.240 duolun road  hongkou district,shanghai,-1,China,200081,-1,-1,1,3.0,3.0,4.0,4.0,4.0,0.0,3.6,
china_shanghai_home_inn_shanghai_chang_ning,home inn shanghai chang ning,http://www.tripadvisor.com/ShowUserReviews-g308272-d614775-r44861666-Home_Inn_Shanghai_Chang_Ning-Shanghai.html,no.11 wuyi road  changning district,shanghai,-1,China,200050,-1,-1,2,3.0,3.5,3.0,4.5,4.5,0.0,3.7,
china_shanghai_parkview_hotel,parkview hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d852070-r47327721-Parkview_Hotel-Shanghai.html,no.555 dingxiang road  pudong new area,shanghai,-1,China,200135,-1,-1,5,4.4,4.6,4.2,3.6,4.0,0.0,4.159999999999999,
china_shanghai_parkyard_hotel_shanghai,parkyard hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d651498-r46881186-Parkyard_Hotel_Shanghai-Shanghai.html,no.699 bibo road  zhangjiang hi-tech park,shanghai,-1,China,201203,-1,-1,6,4.333333333333333,4.5,4.166666666666667,3.5,4.333333333333333,0.0,4.166666666666666,
china_shanghai_ri_yue_island_holiday_resort,ri yue island holiday resort,http://www.tripadvisor.com/ShowUserReviews-g308272-d1204303-r39078404-Ri_Yue_Island_Holiday_Resort-Shanghai.html,intersection of qingpu and jinze,shanghai,-1,China,201718,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_howard_johnson_all_suites_hotel,howard johnson all suites hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d582862-r31749954-Howard_Johnson_All_Suites_Hotel-Shanghai.html,no.1155 yan'an west road,shanghai,-1,China,200050,-1,-1,19,4.25,4.25,3.75,3.1666666666666665,3.9166666666666665,0.0,3.8666666666666663,
china_shanghai_mansion_hotel,mansion hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d667457-r47183134-Mansion_Hotel-Shanghai.html,no.82 xinle road  xuhui district,shanghai,-1,China,200031,-1,-1,32,4.407407407407407,4.481481481481482,3.7037037037037037,4.407407407407407,4.037037037037037,0.0,4.207407407407407,
china_shanghai_majesty_plaza_shanghai,majesty plaza shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307545-r48477194-Majesty_Plaza_Shanghai-Shanghai.html,no.700 jiujiang road  huangpu district,shanghai,-1,China,200001,-1,-1,48,3.933333333333333,3.8,3.3,4.533333333333333,3.466666666666667,0.0,3.806666666666666,
china_shanghai_holiday_inn_downtown_shanghai,holiday inn downtown shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307413-r50471056-Holiday_Inn_Downtown_Shanghai-Shanghai.html,no.585 hengfeng road,shanghai,-1,China,200070,-1,-1,63,3.7906976744186047,3.558139534883721,3.744186046511628,3.86046511627907,3.604651162790698,0.0,3.7116279069767444,
china_shanghai_jianguo_hotel,jianguo hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d308019-r33323363-Jianguo_Hotel-Shanghai.html,no.439 caoxi north road  xuhui district,shanghai,-1,China,200030,-1,-1,18,4.0625,3.6875,4.0625,4.0,3.875,0.0,3.9375,
china_shanghai_home_inn_shanghai_baoshan_wusong,home inn shanghai baoshan wusong,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239258-r46912902-Home_Inn_Shanghai_Baoshan_Wusong-Shanghai.html,no.183 tongtai north road  baoshan district,shanghai,-1,China,200940,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_joyful_star_business_hotel,shanghai joyful star business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1368087-r41036984-Shanghai_Joyful_Star_Business_Hotel-Shanghai.html,no.472 ganghong road  jichang town  pudong new district,shanghai,-1,China,201202,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_rainbow_hotel_shanghai,rainbow hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307542-r50247112-Rainbow_Hotel_Shanghai-Shanghai.html,no.2000 yan'an west road  changning district,shanghai,-1,China,200051,-1,-1,14,3.1818181818181817,3.3636363636363638,3.1818181818181817,3.272727272727273,3.090909090909091,0.0,3.2181818181818187,
china_shanghai_regal_international_east_asia_hotel,regal international east asia hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d302185-r48904322-Regal_International_East_Asia_Hotel-Shanghai.html,no.516 hengshan road,shanghai,-1,China,2000300,-1,-1,24,4.4,3.7333333333333334,4.0,3.6,3.7333333333333334,0.0,3.8933333333333335,
china_shanghai_baron_business_hotel,baron business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1449700-r49043545-Baron_Business_Hotel-Shanghai.html,no.105-1 fuzhou road  huangpu district,shanghai,-1,China,200002,-1,-1,4,4.25,4.75,3.0,3.5,4.25,0.0,3.95,
china_shanghai_broadway_mansions_hotel,broadway mansions hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307372-r48096899-Broadway_Mansions_Hotel-Shanghai.html,no.20 north suzhou road  hongkou district,shanghai,-1,China,200080,-1,-1,31,3.35,3.4,3.35,3.65,3.25,0.0,3.4,
china_shanghai_rayfont_shanghai_celebrity_hotel_apartment,rayfont shanghai celebrity hotel apartment,http://www.tripadvisor.com/ShowUserReviews-g308272-d1150804-r48776555-Rayfont_Shanghai_Celebrity_Hotel_Apartment-Shanghai.html,no.1077 xietu road  xuhui district,shanghai,-1,China,200032,-1,-1,23,3.9,3.55,3.2,3.1,3.9,0.0,3.53,
china_shanghai_home_inn_shanghai_station,home inn shanghai station,http://www.tripadvisor.com/ShowUserReviews-g308272-d1412299-r39742193-Home_Inn_Shanghai_Station-Shanghai.html,no.452 gonghexin road  zhabei district,shanghai,-1,China,200070,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_lianhua_road,home inn shanghai lianhua road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239213-r46170617-Home_Inn_Shanghai_Lianhua_Road-Shanghai.html,no.1328 lianhua road  minhang district,shanghai,-1,China,210002,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jing_an_hotel,jing an hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307507-r38644515-Jing_An_Hotel-Shanghai.html,no.370 huashan road,shanghai,-1,China,200040,-1,-1,4,4.5,4.5,4.0,4.75,4.25,0.0,4.4,
china_shanghai_the_bund_riverside_hotel,the bund riverside hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1195406-r50237890-The_Bund_Riverside_Hotel-Shanghai.html,no.398 beijing east road  huangpu district,shanghai,-1,China,200001,-1,-1,76,3.7413793103448274,3.5517241379310347,3.4482758620689653,3.913793103448276,3.706896551724138,0.0,3.6724137931034484,
china_shanghai_home_inn_shanghai_yan_an_west_road,home inn shanghai yan an west road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1215608-r30925498-Home_Inn_Shanghai_Yan_an_West_Road-Shanghai.html,no.1303 yan'an west road  changning district,shanghai,-1,China,200050,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_sofitel_shanghai_jin_jiang_oriental_pudong,sofitel shanghai jin jiang oriental pudong,http://www.tripadvisor.com/ShowUserReviews-g308272-d299595-r37557030-Sofitel_Shanghai_Jin_Jiang_Oriental_Pudong-Shanghai.html,no.889 yanggao south road  pudongxin district,shanghai,-1,China,200127,-1,-1,48,4.181818181818182,3.9393939393939394,3.5757575757575757,3.212121212121212,3.8484848484848486,0.0,3.7515151515151515,
china_shanghai_crowne_plaza_shanghai_pudong,crowne plaza shanghai pudong,http://www.tripadvisor.com/ShowUserReviews-g308272-d565712-r47741142-Crowne_Plaza_Shanghai_Pudong-Shanghai.html,no.1000 yanggao north road  pudong new district,shanghai,-1,China,200137,-1,-1,13,4.545454545454546,4.363636363636363,4.454545454545454,2.1818181818181817,4.090909090909091,0.0,3.9272727272727272,
china_shanghai_urban_holiday_hotel_shanghai_dajiangnan,urban holiday hotel shanghai dajiangnan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1519388-r48749402-Urban_Holiday_Hotel_Shanghai_Dajiangnan-Shanghai.html,no.410 fujian middle road  huangpu district,shanghai,-1,China,200001,-1,-1,1,5.0,5.0,3.0,3.0,2.0,0.0,3.6,
china_shanghai_home_inn_shanghai_zhenping,home inn shanghai zhenping,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048842-r44649755-Home_Inn_Shanghai_Zhenping-Shanghai.html,no.2052 zhongshan north road  putuo district,shanghai,-1,China,200063,-1,-1,1,4.0,3.0,4.0,3.0,5.0,0.0,3.8,
china_shanghai_sun_island_golf_hotspring_resort,sun island golf hotspring resort,http://www.tripadvisor.com/ShowUserReviews-g308272-d601599-r50005670-Sun_Island_Golf_Hotspring_Resort-Shanghai.html,2588  shentai road  qingpu district,shanghai,-1,China,201714,-1,-1,4,4.5,3.75,4.5,3.0,4.25,0.0,4.0,
china_shanghai_dong_jiao_state_guest_hotel,dong jiao state guest hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d758163-r45974548-Dong_Jiao_State_Guest_Hotel-Shanghai.html,no.1800 jinke road  pudong new district,shanghai,-1,China,201203,-1,-1,2,4.5,4.5,4.5,3.5,3.0,0.0,4.0,
china_shanghai_yan_an_hotel,yan an hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d614591-r45516017-Yan_an_Hotel-Shanghai.html,no.1111 yanan zhong road,shanghai,-1,China,200040,-1,-1,3,3.3333333333333335,3.3333333333333335,2.6666666666666665,4.0,3.6666666666666665,0.0,3.4,
china_shanghai_ambassador_hotel,ambassador hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1047760-r35525107-Ambassador_Hotel-Shanghai.html,no.818 wanhangdu road  jingan district,shanghai,-1,China,200042,-1,-1,2,4.5,4.0,4.0,3.0,4.5,0.0,4.0,
china_shanghai_manhattan_business_hotel,manhattan business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d576893-r50315586-Manhattan_Business_Hotel-Shanghai.html,no.81-85 dianchi road  huangpu district,shanghai,-1,China,200002,-1,-1,25,4.090909090909091,3.272727272727273,3.8181818181818183,4.545454545454546,4.090909090909091,0.0,3.9636363636363634,
china_shanghai_hengsheng_peninsula_international_hotel,hengsheng peninsula international hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307410-r48957842-Hengsheng_Peninsula_International_Hotel-Shanghai.html,no.205 wusong road  hongkou district,shanghai,-1,China,200000,-1,-1,39,3.303030303030303,3.242424242424242,2.787878787878788,2.8484848484848486,3.090909090909091,0.0,3.0545454545454542,
china_shanghai_hotel_ibis_shanghai_lianyang,hotel ibis shanghai lianyang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1140493-r48955486-Hotel_Ibis_Shanghai_Lianyang-Shanghai.html,no.300 fang dian road  pudong district,shanghai,-1,China,200135,-1,-1,9,3.7777777777777777,3.4444444444444446,3.4444444444444446,3.5555555555555554,4.111111111111111,0.0,3.6666666666666665,
china_shanghai_forte_hotel_shanghai,forte hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048584-r28207213-Forte_Hotel_Shanghai-Shanghai.html,no.88 yili road  changning district,shanghai,-1,China,200051,-1,-1,2,4.5,4.0,4.5,4.5,4.0,0.0,4.3,
china_shanghai_xinhui_hotel,xinhui hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d635025-r49879031-Xinhui_Hotel-Shanghai.html,no.1001 tianyaoqiao road  xuhui district,shanghai,-1,China,200030,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_supreme_tower_hotel,supreme tower hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d488786-r46432001-Supreme_Tower_Hotel-Shanghai.html,no.600 laoshan road  pudong new district,shanghai,-1,China,200122,-1,-1,7,4.285714285714286,4.571428571428571,4.0,3.857142857142857,4.142857142857143,0.0,4.171428571428571,
china_shanghai_villas_1931_hotel_shanghai,villas 1931 hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d775710-r36649868-Villas_1931_Hotel_Shanghai-Shanghai.html,no.306 guangdong road  huangpu district,shanghai,-1,China,200001,-1,-1,5,4.2,3.8,3.8,4.4,4.2,0.0,4.08,
china_shanghai_mason_hotel_shanghai,mason hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d609940-r40784841-Mason_Hotel_Shanghai-Shanghai.html,no.935 huaihai road,shanghai,-1,China,200020,-1,-1,7,4.285714285714286,3.857142857142857,4.0,4.857142857142857,4.285714285714286,0.0,4.257142857142857,
china_shanghai_new_world_holiday_hotel,new world holiday hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1494768-r49652097-New_World_Holiday_Hotel-Shanghai.html,no. 136 rushan road ,shanghai,-1,China,200120,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_songjiang_new_century_grand_hotel,songjiang new century grand hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d630959-r49817621-Songjiang_New_Century_Grand_Hotel-Shanghai.html,no.1799 north renmin road   songjiang district,shanghai,-1,China,200085,-1,-1,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
china_shanghai_super_8_shanghai_fengye,super 8 shanghai fengye,http://www.tripadvisor.com/ShowUserReviews-g308272-d578232-r29553684-Super_8_Shanghai_Fengye-Shanghai.html,no.277 dalian road  hongkou district,shanghai,-1,China,200082,-1,-1,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
china_shanghai_7_days_inn_shanghai_quyang_road,7 days inn shanghai quyang road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1409625-r49627771-7_Days_Inn_Shanghai_Quyang_Road-Shanghai.html,no.1130 east tiyuhui road  hongkou district,shanghai,-1,China,200437,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_grand_mercure_hongqiao_shanghai,grand mercure hongqiao shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d651560-r46543245-Grand_Mercure_Hongqiao_Shanghai-Shanghai.html,no.369 xianxia road,shanghai,-1,China,200336,-1,-1,19,4.222222222222222,4.277777777777778,3.5555555555555554,3.2222222222222223,3.8333333333333335,0.0,3.822222222222222,
china_shanghai_lansheng_hotel_shanghai,lansheng hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d303025-r40260675-Lansheng_Hotel_Shanghai-Shanghai.html,no.1000 quyang road  (formerly radisson sas lang sheng hotel),shanghai,-1,China,200437,-1,-1,14,4.1,4.0,3.6,2.4,3.3,0.0,3.4799999999999995,
china_shanghai_bailemen_hotel,bailemen hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d614773-r21362168-Bailemen_Hotel-Shanghai.html,no.1728 west nanjing rd  jingan district,shanghai,-1,China,200040,-1,-1,13,3.6363636363636362,3.4545454545454546,3.5454545454545454,4.363636363636363,3.727272727272727,0.0,3.745454545454545,
china_shanghai_home_inn_shanghai_changshou_road,home inn shanghai changshou road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1412292-r44388812-Home_Inn_Shanghai_Changshou_Road-Shanghai.html,no.652 changshou road putuo area,shanghai,-1,China,200060,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_gran_melia_shanghai,gran melia shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1175491-r47619887-Gran_Melia_Shanghai-Shanghai.html,no.1288 lujiazui ring road  pudong new district,shanghai,-1,China,201206,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_zhenbei,jinjiang inn shanghai zhenbei,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050794-r49961256-Jinjiang_Inn_Shanghai_Zhenbei-Shanghai.html,no.2051 zhenbei road  putuo district,shanghai,-1,China,200333,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanxi_business_hotel,shanxi business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d589231-r47838109-Shanxi_Business_Hotel-Shanghai.html,no.658 yan'an middle road  jing_an district,shanghai,-1,China,200000,-1,-1,5,4.75,4.0,4.5,4.0,4.5,0.0,4.35,
china_shanghai_ramada_zhabei,ramada zhabei,http://www.tripadvisor.com/ShowUserReviews-g308272-d777333-r36167258-Ramada_Zhabei-Shanghai.html,no.666 gonghe xin road  zhabei district,shanghai,-1,China,200070,-1,-1,7,4.0,3.8333333333333335,3.8333333333333335,2.8333333333333335,4.0,0.0,3.7,
china_shanghai_hengshan_picardie_hotel,hengshan picardie hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307407-r49339021-Hengshan_Picardie_Hotel-Shanghai.html,no.534 hengshan road  xu hui district,shanghai,-1,China,200030,-1,-1,17,4.0,3.6666666666666665,3.7777777777777777,4.0,3.6666666666666665,0.0,3.822222222222222,
china_shanghai_cavalier_village_hotel_1888,cavalier village hotel 1888,http://www.tripadvisor.com/ShowUserReviews-g308272-d1415255-r38615953-Cavalier_Village_Hotel_1888-Shanghai.html,no. 3329  hongmei road  qibao town  minhang district,shanghai,-1,China,210013,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_xu_jia_hui,home inn shanghai xu jia hui,http://www.tripadvisor.com/ShowUserReviews-g308272-d609960-r36212698-Home_Inn_Shanghai_Xu_Jia_Hui-Shanghai.html,no.400 tianyaoqiao road  xuhui district,shanghai,-1,China,200030,-1,-1,3,4.333333333333333,4.0,4.333333333333333,4.333333333333333,4.666666666666667,0.0,4.333333333333333,
china_shanghai_penta_hotel,penta hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1200554-r34845895-Penta_Hotel-Shanghai.html,no.1525 ding xi road,shanghai,-1,China,200050,-1,-1,2,4.5,3.5,4.0,4.5,4.0,0.0,4.1,
china_shanghai_home_inn_shanghai_expo_south_waitan,home inn shanghai expo south waitan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1491508-r40302319-Home_Inn_Shanghai_Expo_South_Waitan-Shanghai.html,no.943 zhongshan south road  huangpu district,shanghai,-1,China,200011,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_nanjing_hotel,nanjing hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d586566-r46513374-Nanjing_Hotel-Shanghai.html,no.200 shanxi road south,shanghai,-1,China,200001,-1,-1,39,3.129032258064516,3.161290322580645,3.0,4.580645161290323,3.6129032258064515,0.0,3.4967741935483874,
china_shanghai_gongkang_hotel,gongkang hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1447198-r43038833-Gongkang_Hotel-Shanghai.html,no.555 gongkang road  baoshan district,shanghai,-1,China,201900,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_8_colors_hotel,8 colors hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1422342-r50031045-8_Colors_Hotel-Shanghai.html,3f  no.479 changshou road  putuo district,shanghai,-1,China,200060,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_ramada_hotel_pudong_south,ramada hotel pudong south,http://www.tripadvisor.com/ShowUserReviews-g308272-d1511726-r46445428-Ramada_Hotel_Pudong_South-Shanghai.html,no.833 chengshan road pudong new area,shanghai,-1,China,200125,-1,-1,1,5.0,5.0,5.0,5.0,4.0,0.0,4.8,
china_shanghai_yafan_fashion_hotel,yafan fashion hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1412286-r48478690-Yafan_Fashion_Hotel-Shanghai.html,no.1122 zhongxing road  zhabei district,shanghai,-1,China,200070,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_zige_business_hotel,zige business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1547567-r48165679-Zige_Business_Hotel-Shanghai.html,no.58 minde road  zhabei district,shanghai,-1,China,200071,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_central_view_suites,central view suites,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048483-r49672673-Central_View_Suites-Shanghai.html,no.288 shanxi north road  jing'an district,shanghai,-1,China,200040,-1,-1,7,4.428571428571429,4.0,3.142857142857143,4.285714285714286,3.857142857142857,0.0,3.942857142857143,
china_shanghai_ivy_hotel_shanghai,ivy hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d816491-r37976904-Ivy_Hotel_Shanghai-Shanghai.html,no.709 jiaozhou road  jingan district,shanghai,-1,China,200040,-1,-1,2,4.5,4.5,4.5,4.0,4.5,0.0,4.4,
china_shanghai_7_days_inn_shanghai_xujiahui,7 days inn shanghai xujiahui,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402334-r30923949-7_Days_Inn_Shanghai_Xujiahui-Shanghai.html,no.828 qinzhou road  xuhui district,shanghai,-1,China,200030,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_jinjiang_amusement_park,jinjiang inn shanghai jinjiang amusement park,http://www.tripadvisor.com/ShowUserReviews-g308272-d1051242-r38947566-Jinjiang_Inn_Shanghai_Jinjiang_Amusement_Park-Shanghai.html,no.227 hongmei road  minhang district,shanghai,-1,China,200233,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_dalian_road,home inn shanghai dalian road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1491378-r44648558-Home_Inn_Shanghai_Dalian_Road-Shanghai.html,no.255 changyang road  hongkou district,shanghai,-1,China,200086,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_hongkou_football_stadium,jinjiang inn shanghai hongkou football stadium,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050805-r46445551-Jinjiang_Inn_Shanghai_Hongkou_Football_Stadium-Shanghai.html,no.718 jiangwan west road  hongkou district,shanghai,-1,China,200083,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_international_airport_hotel,shanghai international airport hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307499-r45716096-Shanghai_International_Airport_Hotel-Shanghai.html,no.368 yingbinyi road  hongqiao district,shanghai,-1,China,200335,-1,-1,6,3.6666666666666665,3.0,3.6666666666666665,3.1666666666666665,3.6666666666666665,0.0,3.4333333333333327,
china_shanghai_sofitel_huanghe_sheshan_resort_shanghai,sofitel huanghe sheshan resort shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1119070-r35998702-Sofitel_Huanghe_Sheshan_Resort_Shanghai-Shanghai.html,no.3388 sichen road  sijing town  songjiang district,shanghai,-1,China,201601,-1,-1,1,3.0,5.0,1.0,1.0,1.0,0.0,2.2,
china_shanghai_green_tree_inn_shanghai_jiangchuan,green tree inn shanghai jiangchuan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407816-r46518779-Green_Tree_Inn_Shanghai_Jiangchuan-Shanghai.html,no.888 jiangchuan east road  minxing district,shanghai,-1,China,200240,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
